code,period,midpoint,basin,SEC
199302-199802,1993/02 - 1998/02,1995.6589,8,-0.024169038981199265
199302-199802,1993/02 - 1998/02,1995.6589,9,-0.11794845014810562
199302-199802,1993/02 - 1998/02,1995.6589,10,-0.011356624774634838
199302-199802,1993/02 - 1998/02,1995.6589,11,-0.04758911207318306
199302-199802,1993/02 - 1998/02,1995.6589,12,-0.023753931745886803
199302-199802,1993/02 - 1998/02,1995.6589,13,-0.03108442761003971
199302-199802,1993/02 - 1998/02,1995.6589,14,0.028163403272628784
199302-199802,1993/02 - 1998/02,1995.6589,15,-0.08706659823656082
199302-199802,1993/02 - 1998/02,1995.6589,16,0.10898659378290176
199302-199802,1993/02 - 1998/02,1995.6589,17,-0.025642693042755127
199302-199802,1993/02 - 1998/02,1995.6589,18,-0.058496180921792984
199302-199802,1993/02 - 1998/02,1995.6589,all,-0.030686025
199303-199803,1993/03 - 1998/03,1995.7411,0,-0.14375199377536774
199303-199803,1993/03 - 1998/03,1995.7411,1,-0.09396154433488846
199303-199803,1993/03 - 1998/03,1995.7411,2,-0.034852996468544006
199303-199803,1993/03 - 1998/03,1995.7411,3,-0.017790725454688072
199303-199803,1993/03 - 1998/03,1995.7411,4,-0.009676864370703697
199303-199803,1993/03 - 1998/03,1995.7411,5,-0.019258033484220505
199303-199803,1993/03 - 1998/03,1995.7411,6,-0.03333205357193947
199303-199803,1993/03 - 1998/03,1995.7411,7,-0.027638986706733704
199303-199803,1993/03 - 1998/03,1995.7411,8,-0.024169038981199265
199303-199803,1993/03 - 1998/03,1995.7411,9,-0.11794845014810562
199303-199803,1993/03 - 1998/03,1995.7411,10,-0.011356624774634838
199303-199803,1993/03 - 1998/03,1995.7411,11,-0.04758911207318306
199303-199803,1993/03 - 1998/03,1995.7411,12,-0.023753931745886803
199303-199803,1993/03 - 1998/03,1995.7411,13,-0.03108442761003971
199303-199803,1993/03 - 1998/03,1995.7411,14,0.028163403272628784
199303-199803,1993/03 - 1998/03,1995.7411,15,-0.08706659823656082
199303-199803,1993/03 - 1998/03,1995.7411,16,0.10898659378290176
199303-199803,1993/03 - 1998/03,1995.7411,17,-0.025642693042755127
199303-199803,1993/03 - 1998/03,1995.7411,18,-0.058496180921792984
199303-199803,1993/03 - 1998/03,1995.7411,all,-0.030686025
199304-199804,1993/04 - 1998/04,1995.826,0,-0.14375199377536774
199304-199804,1993/04 - 1998/04,1995.826,1,-0.09396154433488846
199304-199804,1993/04 - 1998/04,1995.826,2,-0.034852996468544006
199304-199804,1993/04 - 1998/04,1995.826,3,-0.017790725454688072
199304-199804,1993/04 - 1998/04,1995.826,4,-0.009676864370703697
199304-199804,1993/04 - 1998/04,1995.826,5,-0.019258033484220505
199304-199804,1993/04 - 1998/04,1995.826,6,-0.03333205357193947
199304-199804,1993/04 - 1998/04,1995.826,7,-0.027638986706733704
199304-199804,1993/04 - 1998/04,1995.826,8,-0.024169038981199265
199304-199804,1993/04 - 1998/04,1995.826,9,-0.11794845014810562
199304-199804,1993/04 - 1998/04,1995.826,10,-0.011356624774634838
199304-199804,1993/04 - 1998/04,1995.826,11,-0.04758911207318306
199304-199804,1993/04 - 1998/04,1995.826,12,-0.023753931745886803
199304-199804,1993/04 - 1998/04,1995.826,13,-0.03108442761003971
199304-199804,1993/04 - 1998/04,1995.826,14,0.028163403272628784
199304-199804,1993/04 - 1998/04,1995.826,15,-0.08706659823656082
199304-199804,1993/04 - 1998/04,1995.826,16,0.10898659378290176
199304-199804,1993/04 - 1998/04,1995.826,17,-0.025642693042755127
199304-199804,1993/04 - 1998/04,1995.826,18,-0.058496180921792984
199304-199804,1993/04 - 1998/04,1995.826,all,-0.030686025
199305-199805,1993/05 - 1998/05,1995.9082,0,-0.14375199377536774
199305-199805,1993/05 - 1998/05,1995.9082,1,-0.09396154433488846
199305-199805,1993/05 - 1998/05,1995.9082,2,-0.034852996468544006
199305-199805,1993/05 - 1998/05,1995.9082,3,-0.017790725454688072
199305-199805,1993/05 - 1998/05,1995.9082,4,-0.009676864370703697
199305-199805,1993/05 - 1998/05,1995.9082,5,-0.019258033484220505
199305-199805,1993/05 - 1998/05,1995.9082,6,-0.03333205357193947
199305-199805,1993/05 - 1998/05,1995.9082,7,-0.027638986706733704
199305-199805,1993/05 - 1998/05,1995.9082,8,-0.024169038981199265
199305-199805,1993/05 - 1998/05,1995.9082,9,-0.11794845014810562
199305-199805,1993/05 - 1998/05,1995.9082,10,-0.011356624774634838
199305-199805,1993/05 - 1998/05,1995.9082,11,-0.04758911207318306
199305-199805,1993/05 - 1998/05,1995.9082,12,-0.023753931745886803
199305-199805,1993/05 - 1998/05,1995.9082,13,-0.03108442761003971
199305-199805,1993/05 - 1998/05,1995.9082,14,0.028163403272628784
199305-199805,1993/05 - 1998/05,1995.9082,15,-0.08706659823656082
199305-199805,1993/05 - 1998/05,1995.9082,16,0.10898659378290176
199305-199805,1993/05 - 1998/05,1995.9082,17,-0.025642693042755127
199305-199805,1993/05 - 1998/05,1995.9082,18,-0.058496180921792984
199305-199805,1993/05 - 1998/05,1995.9082,all,-0.030686025
199306-199806,1993/06 - 1998/06,1995.9932,0,-0.06140005961060524
199306-199806,1993/06 - 1998/06,1995.9932,1,-0.02924182079732418
199306-199806,1993/06 - 1998/06,1995.9932,2,-0.005771714262664318
199306-199806,1993/06 - 1998/06,1995.9932,3,-0.005111494101583958
199306-199806,1993/06 - 1998/06,1995.9932,4,-0.0062832310795784
199306-199806,1993/06 - 1998/06,1995.9932,5,-0.002021926688030362
199306-199806,1993/06 - 1998/06,1995.9932,6,-0.017180850729346275
199306-199806,1993/06 - 1998/06,1995.9932,7,-0.004643882624804974
199306-199806,1993/06 - 1998/06,1995.9932,8,-0.011042872443795204
199306-199806,1993/06 - 1998/06,1995.9932,9,-0.10991600900888443
199306-199806,1993/06 - 1998/06,1995.9932,10,-0.0077540213242173195
199306-199806,1993/06 - 1998/06,1995.9932,11,-0.036205776035785675
199306-199806,1993/06 - 1998/06,1995.9932,12,0.010159212164580822
199306-199806,1993/06 - 1998/06,1995.9932,13,-0.012962041422724724
199306-199806,1993/06 - 1998/06,1995.9932,14,0.05125105008482933
199306-199806,1993/06 - 1998/06,1995.9932,15,0.06259139627218246
199306-199806,1993/06 - 1998/06,1995.9932,16,-0.07049054652452469
199306-199806,1993/06 - 1998/06,1995.9932,17,0.14781682193279266
199306-199806,1993/06 - 1998/06,1995.9932,18,-0.046256083995103836
199306-199806,1993/06 - 1998/06,1995.9932,all,-0.013697753
199307-199807,1993/07 - 1998/07,1996.0753,0,-0.06140005961060524
199307-199807,1993/07 - 1998/07,1996.0753,1,-0.02924182079732418
199307-199807,1993/07 - 1998/07,1996.0753,2,-0.005771714262664318
199307-199807,1993/07 - 1998/07,1996.0753,3,-0.005111494101583958
199307-199807,1993/07 - 1998/07,1996.0753,4,-0.0062832310795784
199307-199807,1993/07 - 1998/07,1996.0753,5,-0.002021926688030362
199307-199807,1993/07 - 1998/07,1996.0753,6,-0.017180850729346275
199307-199807,1993/07 - 1998/07,1996.0753,7,-0.004643882624804974
199307-199807,1993/07 - 1998/07,1996.0753,8,-0.011042872443795204
199307-199807,1993/07 - 1998/07,1996.0753,9,-0.10991600900888443
199307-199807,1993/07 - 1998/07,1996.0753,10,-0.0077540213242173195
199307-199807,1993/07 - 1998/07,1996.0753,11,-0.036205776035785675
199307-199807,1993/07 - 1998/07,1996.0753,12,0.010159212164580822
199307-199807,1993/07 - 1998/07,1996.0753,13,-0.012962041422724724
199307-199807,1993/07 - 1998/07,1996.0753,14,0.05125105008482933
199307-199807,1993/07 - 1998/07,1996.0753,15,0.06259139627218246
199307-199807,1993/07 - 1998/07,1996.0753,16,-0.07049054652452469
199307-199807,1993/07 - 1998/07,1996.0753,17,0.14781682193279266
199307-199807,1993/07 - 1998/07,1996.0753,18,-0.046256083995103836
199307-199807,1993/07 - 1998/07,1996.0753,all,-0.013697753
199308-199808,1993/08 - 1998/08,1996.1603,0,-0.06140005961060524
199308-199808,1993/08 - 1998/08,1996.1603,1,-0.02924182079732418
199308-199808,1993/08 - 1998/08,1996.1603,2,-0.005771714262664318
199308-199808,1993/08 - 1998/08,1996.1603,3,-0.005111494101583958
199308-199808,1993/08 - 1998/08,1996.1603,4,-0.0062832310795784
199308-199808,1993/08 - 1998/08,1996.1603,5,-0.002021926688030362
199308-199808,1993/08 - 1998/08,1996.1603,6,-0.017180850729346275
199308-199808,1993/08 - 1998/08,1996.1603,7,-0.004643882624804974
199308-199808,1993/08 - 1998/08,1996.1603,8,-0.011042872443795204
199308-199808,1993/08 - 1998/08,1996.1603,9,-0.10991600900888443
199308-199808,1993/08 - 1998/08,1996.1603,10,-0.0077540213242173195
199308-199808,1993/08 - 1998/08,1996.1603,11,-0.036205776035785675
199308-199808,1993/08 - 1998/08,1996.1603,12,0.010159212164580822
199308-199808,1993/08 - 1998/08,1996.1603,13,-0.012962041422724724
199308-199808,1993/08 - 1998/08,1996.1603,14,0.05125105008482933
199308-199808,1993/08 - 1998/08,1996.1603,15,0.06259139627218246
199308-199808,1993/08 - 1998/08,1996.1603,16,-0.07049054652452469
199308-199808,1993/08 - 1998/08,1996.1603,17,0.14781682193279266
199308-199808,1993/08 - 1998/08,1996.1603,18,-0.046256083995103836
199308-199808,1993/08 - 1998/08,1996.1603,all,-0.013697753
199309-199809,1993/09 - 1998/09,1996.2452,0,-0.06140005961060524
199309-199809,1993/09 - 1998/09,1996.2452,1,-0.02924182079732418
199309-199809,1993/09 - 1998/09,1996.2452,2,-0.005771714262664318
199309-199809,1993/09 - 1998/09,1996.2452,3,-0.005111494101583958
199309-199809,1993/09 - 1998/09,1996.2452,4,-0.0062832310795784
199309-199809,1993/09 - 1998/09,1996.2452,5,-0.002021926688030362
199309-199809,1993/09 - 1998/09,1996.2452,6,-0.017180850729346275
199309-199809,1993/09 - 1998/09,1996.2452,7,-0.004643882624804974
199309-199809,1993/09 - 1998/09,1996.2452,8,-0.011042872443795204
199309-199809,1993/09 - 1998/09,1996.2452,9,-0.10991600900888443
199309-199809,1993/09 - 1998/09,1996.2452,10,-0.0077540213242173195
199309-199809,1993/09 - 1998/09,1996.2452,11,-0.036205776035785675
199309-199809,1993/09 - 1998/09,1996.2452,12,0.010159212164580822
199309-199809,1993/09 - 1998/09,1996.2452,13,-0.012962041422724724
199309-199809,1993/09 - 1998/09,1996.2452,14,0.05125105008482933
199309-199809,1993/09 - 1998/09,1996.2452,15,0.06259139627218246
199309-199809,1993/09 - 1998/09,1996.2452,16,-0.07049054652452469
199309-199809,1993/09 - 1998/09,1996.2452,17,0.14781682193279266
199309-199809,1993/09 - 1998/09,1996.2452,18,-0.046256083995103836
199309-199809,1993/09 - 1998/09,1996.2452,all,-0.013697753
199310-199810,1993/10 - 1998/10,1996.3274,0,-0.06140005961060524
199310-199810,1993/10 - 1998/10,1996.3274,1,-0.02924182079732418
199310-199810,1993/10 - 1998/10,1996.3274,2,-0.005771714262664318
199310-199810,1993/10 - 1998/10,1996.3274,3,-0.005111494101583958
199310-199810,1993/10 - 1998/10,1996.3274,4,-0.0062832310795784
199310-199810,1993/10 - 1998/10,1996.3274,5,-0.002021926688030362
199310-199810,1993/10 - 1998/10,1996.3274,6,-0.017180850729346275
199310-199810,1993/10 - 1998/10,1996.3274,7,-0.004643882624804974
199310-199810,1993/10 - 1998/10,1996.3274,8,-0.011042872443795204
199310-199810,1993/10 - 1998/10,1996.3274,9,-0.10991600900888443
199310-199810,1993/10 - 1998/10,1996.3274,10,-0.0077540213242173195
199310-199810,1993/10 - 1998/10,1996.3274,11,-0.036205776035785675
199310-199810,1993/10 - 1998/10,1996.3274,12,0.010159212164580822
199310-199810,1993/10 - 1998/10,1996.3274,13,-0.012962041422724724
199310-199810,1993/10 - 1998/10,1996.3274,14,0.05125105008482933
199310-199810,1993/10 - 1998/10,1996.3274,15,0.06259139627218246
199310-199810,1993/10 - 1998/10,1996.3274,16,-0.07049054652452469
199310-199810,1993/10 - 1998/10,1996.3274,17,0.14781682193279266
199310-199810,1993/10 - 1998/10,1996.3274,18,-0.046256083995103836
199310-199810,1993/10 - 1998/10,1996.3274,all,-0.013697753
199311-199811,1993/11 - 1998/11,1996.4124,0,-0.13086161017417908
199311-199811,1993/11 - 1998/11,1996.4124,1,0.034253284335136414
199311-199811,1993/11 - 1998/11,1996.4124,2,0.02353149652481079
199311-199811,1993/11 - 1998/11,1996.4124,3,0.007176383398473263
199311-199811,1993/11 - 1998/11,1996.4124,4,-0.0011214119149371982
199311-199811,1993/11 - 1998/11,1996.4124,5,0.019222164526581764
199311-199811,1993/11 - 1998/11,1996.4124,6,0.004588172305375338
199311-199811,1993/11 - 1998/11,1996.4124,7,0.014198183082044125
199311-199811,1993/11 - 1998/11,1996.4124,8,0.004464843776077032
199311-199811,1993/11 - 1998/11,1996.4124,9,-0.09100803732872009
199311-199811,1993/11 - 1998/11,1996.4124,10,0.007396991364657879
199311-199811,1993/11 - 1998/11,1996.4124,11,-0.015199974179267883
199311-199811,1993/11 - 1998/11,1996.4124,12,0.048468150198459625
199311-199811,1993/11 - 1998/11,1996.4124,13,0.00999562069773674
199311-199811,1993/11 - 1998/11,1996.4124,14,0.07534360885620117
199311-199811,1993/11 - 1998/11,1996.4124,15,0.11270361393690109
199311-199811,1993/11 - 1998/11,1996.4124,16,-0.08899778127670288
199311-199811,1993/11 - 1998/11,1996.4124,17,0.2693903148174286
199311-199811,1993/11 - 1998/11,1996.4124,18,-0.026543887332081795
199311-199811,1993/11 - 1998/11,1996.4124,all,0.0060422644
199312-199812,1993/12 - 1998/12,1996.4945,0,-0.13086161017417908
199312-199812,1993/12 - 1998/12,1996.4945,1,0.034253284335136414
199312-199812,1993/12 - 1998/12,1996.4945,2,0.02353149652481079
199312-199812,1993/12 - 1998/12,1996.4945,3,0.007176383398473263
199312-199812,1993/12 - 1998/12,1996.4945,4,-0.0011214119149371982
199312-199812,1993/12 - 1998/12,1996.4945,5,0.019222164526581764
199312-199812,1993/12 - 1998/12,1996.4945,6,0.004588172305375338
199312-199812,1993/12 - 1998/12,1996.4945,7,0.014198183082044125
199312-199812,1993/12 - 1998/12,1996.4945,8,0.004464843776077032
199312-199812,1993/12 - 1998/12,1996.4945,9,-0.09100803732872009
199312-199812,1993/12 - 1998/12,1996.4945,10,0.007396991364657879
199312-199812,1993/12 - 1998/12,1996.4945,11,-0.015199974179267883
199312-199812,1993/12 - 1998/12,1996.4945,12,0.048468150198459625
199312-199812,1993/12 - 1998/12,1996.4945,13,0.00999562069773674
199312-199812,1993/12 - 1998/12,1996.4945,14,0.07534360885620117
199312-199812,1993/12 - 1998/12,1996.4945,15,0.11270361393690109
199312-199812,1993/12 - 1998/12,1996.4945,16,-0.08899778127670288
199312-199812,1993/12 - 1998/12,1996.4945,17,0.2693903148174286
199312-199812,1993/12 - 1998/12,1996.4945,18,-0.026543887332081795
199312-199812,1993/12 - 1998/12,1996.4945,all,0.0060422644
199401-199901,1994/01 - 1999/01,1996.5795,0,-0.13086161017417908
199401-199901,1994/01 - 1999/01,1996.5795,1,0.034253284335136414
199401-199901,1994/01 - 1999/01,1996.5795,2,0.02353149652481079
199401-199901,1994/01 - 1999/01,1996.5795,3,0.007176383398473263
199401-199901,1994/01 - 1999/01,1996.5795,4,-0.0011214119149371982
199401-199901,1994/01 - 1999/01,1996.5795,5,0.019222164526581764
199401-199901,1994/01 - 1999/01,1996.5795,6,0.004588172305375338
199401-199901,1994/01 - 1999/01,1996.5795,7,0.014198183082044125
199401-199901,1994/01 - 1999/01,1996.5795,8,0.004464843776077032
199401-199901,1994/01 - 1999/01,1996.5795,9,-0.09100803732872009
199401-199901,1994/01 - 1999/01,1996.5795,10,0.007396991364657879
199401-199901,1994/01 - 1999/01,1996.5795,11,-0.015199974179267883
199401-199901,1994/01 - 1999/01,1996.5795,12,0.048468150198459625
199401-199901,1994/01 - 1999/01,1996.5795,13,0.00999562069773674
199401-199901,1994/01 - 1999/01,1996.5795,14,0.07534360885620117
199401-199901,1994/01 - 1999/01,1996.5795,15,0.11270361393690109
199401-199901,1994/01 - 1999/01,1996.5795,16,-0.08899778127670288
199401-199901,1994/01 - 1999/01,1996.5795,17,0.2693903148174286
199401-199901,1994/01 - 1999/01,1996.5795,18,-0.026543887332081795
199401-199901,1994/01 - 1999/01,1996.5795,all,0.0060422644
199402-199902,1994/02 - 1999/02,1996.6589,0,-0.13086161017417908
199402-199902,1994/02 - 1999/02,1996.6589,1,0.034253284335136414
199402-199902,1994/02 - 1999/02,1996.6589,2,0.02353149652481079
199402-199902,1994/02 - 1999/02,1996.6589,3,0.007176383398473263
199402-199902,1994/02 - 1999/02,1996.6589,4,-0.0011214119149371982
199402-199902,1994/02 - 1999/02,1996.6589,5,0.019222164526581764
199402-199902,1994/02 - 1999/02,1996.6589,6,0.004588172305375338
199402-199902,1994/02 - 1999/02,1996.6589,7,0.014198183082044125
199402-199902,1994/02 - 1999/02,1996.6589,8,0.004464843776077032
199402-199902,1994/02 - 1999/02,1996.6589,9,-0.09100803732872009
199402-199902,1994/02 - 1999/02,1996.6589,10,0.007396991364657879
199402-199902,1994/02 - 1999/02,1996.6589,11,-0.015199974179267883
199402-199902,1994/02 - 1999/02,1996.6589,12,0.048468150198459625
199402-199902,1994/02 - 1999/02,1996.6589,13,0.00999562069773674
199402-199902,1994/02 - 1999/02,1996.6589,14,0.07534360885620117
199402-199902,1994/02 - 1999/02,1996.6589,15,0.11270361393690109
199402-199902,1994/02 - 1999/02,1996.6589,16,-0.08899778127670288
199402-199902,1994/02 - 1999/02,1996.6589,17,0.2693903148174286
199402-199902,1994/02 - 1999/02,1996.6589,18,-0.026543887332081795
199402-199902,1994/02 - 1999/02,1996.6589,all,0.0060422644
199403-199903,1994/03 - 1999/03,1996.7411,0,-0.13086161017417908
199403-199903,1994/03 - 1999/03,1996.7411,1,0.034253284335136414
199403-199903,1994/03 - 1999/03,1996.7411,2,0.02353149652481079
199403-199903,1994/03 - 1999/03,1996.7411,3,0.007176383398473263
199403-199903,1994/03 - 1999/03,1996.7411,4,-0.0011214119149371982
199403-199903,1994/03 - 1999/03,1996.7411,5,0.019222164526581764
199403-199903,1994/03 - 1999/03,1996.7411,6,0.004588172305375338
199403-199903,1994/03 - 1999/03,1996.7411,7,0.014198183082044125
199403-199903,1994/03 - 1999/03,1996.7411,8,0.004464843776077032
199403-199903,1994/03 - 1999/03,1996.7411,9,-0.09100803732872009
199403-199903,1994/03 - 1999/03,1996.7411,10,0.007396991364657879
199403-199903,1994/03 - 1999/03,1996.7411,11,-0.015199974179267883
199403-199903,1994/03 - 1999/03,1996.7411,12,0.048468150198459625
199403-199903,1994/03 - 1999/03,1996.7411,13,0.00999562069773674
199403-199903,1994/03 - 1999/03,1996.7411,14,0.07534360885620117
199403-199903,1994/03 - 1999/03,1996.7411,15,0.11270361393690109
199403-199903,1994/03 - 1999/03,1996.7411,16,-0.08899778127670288
199403-199903,1994/03 - 1999/03,1996.7411,17,0.2693903148174286
199403-199903,1994/03 - 1999/03,1996.7411,18,-0.026543887332081795
199403-199903,1994/03 - 1999/03,1996.7411,all,0.0060422644
199404-199904,1994/04 - 1999/04,1996.826,0,-0.1558530181646347
199404-199904,1994/04 - 1999/04,1996.826,1,0.04994789883494377
199404-199904,1994/04 - 1999/04,1996.826,2,-0.008935099467635155
199404-199904,1994/04 - 1999/04,1996.826,3,0.008401685394346714
199404-199904,1994/04 - 1999/04,1996.826,4,-0.003369710175320506
199404-199904,1994/04 - 1999/04,1996.826,5,0.02185741253197193
199404-199904,1994/04 - 1999/04,1996.826,6,-0.0012117191217839718
199404-199904,1994/04 - 1999/04,1996.826,7,0.005480749998241663
199404-199904,1994/04 - 1999/04,1996.826,8,-0.0016963060479611158
199404-199904,1994/04 - 1999/04,1996.826,9,-0.09928976744413376
199404-199904,1994/04 - 1999/04,1996.826,10,0.0048689269460737705
199404-199904,1994/04 - 1999/04,1996.826,11,-0.016108889132738113
199404-199904,1994/04 - 1999/04,1996.826,12,0.04594940319657326
199404-199904,1994/04 - 1999/04,1996.826,13,0.0015753174666315317
199404-199904,1994/04 - 1999/04,1996.826,14,0.08001731336116791
199404-199904,1994/04 - 1999/04,1996.826,15,0.02559651806950569
199404-199904,1994/04 - 1999/04,1996.826,16,0.10260522365570068
199404-199904,1994/04 - 1999/04,1996.826,17,0.26827043294906616
199404-199904,1994/04 - 1999/04,1996.826,18,-0.03469610586762428
199404-199904,1994/04 - 1999/04,1996.826,all,0.0024773385
